OBJECTID,Statistical Areas Level 2 2021 code,Statistical Areas Level 2 2021 name,Area in square kilometres,Uniform Resource Identifier,Personal income: Employee income earners (no.) (Data year: 2020),Personal income: Employee income earners: Median age (years) (Data year: 2020),Personal income: Total employee income ($m) (Data year: 2020),Personal income: Median employee income ($) (Data year: 2020),Personal income: Mean employee income ($) (Data year: 2020),Personal income: Employee income as main source of income (%) (Data year: 2020),Personal income: Own unincorporated business income earners (no.) (Data year: 2020),Personal income: Own unincorporated business income earners: Median age (years) (Data year: 2020),Personal income: Total own unincorporated business income ($m) (Data year: 2020),Personal income: Median own unincorporated business income ($) (Data year: 2020),Personal income: Mean own unincorporated business income ($) (Data year: 2020),Personal income: Own unincorporated business income as main source of income (%) (Data year: 2020),Personal income: Investment income earners (no.) (Data year: 2020),Personal income: Investment income earners: Median age (years) (Data year: 2020),Personal income: Total investment income ($m) (Data year: 2020),Personal income: Median investment income ($) (Data year: 2020),Personal income: Mean investment income ($) (Data year: 2020),Personal income: Investment income as main source of income (%) (Data year: 2020),Personal income: Superannuation and annuity income earners (no.) (Data year: 2020),Personal income: Superannuation and annuity income earners: Median age (years) (Data year: 2020),Personal income: Total superannuation and annuity income ($m) (Data year: 2020),Personal income: Median superannuation and annuity income ($) (Data year: 2020),Personal income: Mean superannuation and annuity income ($) (Data year: 2020),Personal income: Superannuation and annuity income as main source of income (%) (Data year: 2020),Personal income: Total income earners (excl. Government pensions and allowances)(no.) (Data year: 2020),Personal income: Total income earners (excl. Government pensions and allowances): Median age (years) (Data year: 2020),Personal income: Total income (excl. Government pensions and allowances) ($m) (Data year: 2020),Personal income: Median total income (excl. Government pensions and allowances) ($) (Data year: 2020),Personal income: Mean total income (excl. Government pensions and allowances) ($) (Data year: 2020),Personal income: Total income (excl. Government pensions and allowances): p80/P20 ratio (Data year: 2020),Personal income: Total income (excl. Government pensions and allowances): p80/P50 ratio (Data year: 2020),Personal income: Total income (excl. Government pensions and allowances): p20/P50 ratio (Data year: 2020),Personal income: Total income (excl. Government pensions and allowances): p10/P50 ratio (Data year: 2020),Personal income: Total income (excl. Government pensions and allowances): Gini coefficient (Data year: 2020),Personal income: Total income (excl. Government pensions and allowances): Income share of top 1% of earners (Data year: 2020),Personal income: Total income (excl. Government pensions and allowances): Income share of top 5% of earners (Data year: 2020),Personal income: Total income (excl. Government pensions and allowances): Income share of top 10% of earners (Data year: 2020),Personal income: Total income (excl. Government pensions and allowances): Lowest Quartile (%) (Data year: 2020),Personal income: Total income (excl. Government pensions and allowances): Second Quartile (%) (Data year: 2020),Personal income: Total income (excl. Government pensions and allowances): Third Quartile (%) (Data year: 2020),Personal income: Total income (excl. Government pensions and allowances): Highest Quartile (%) (Data year: 2020),Government pensions and allowances: Age pension (no.) (Data year: 2023),Government pensions and allowances: Carer payment (no.) (Data year: 2023),Government pensions and allowances: Carer allowance (no.) (Data year: 2023),Government pensions and allowances: Disability support pension (no.) (Data year: 2023),Government pensions and allowances: Jobseeker payment (no.) (Data year: 2023),Government pensions and allowances: Newstart allowance (no.) (Data year: 2019),Government pensions and allowances: Parenting payment: Single (no.) (Data year: 2023),Government pensions and allowances: Parenting payment: Partnered (no.) (Data year: 2023),Government pensions and allowances: Youth allowance (full time students/apprentices) (no.) (Data year: 2023),Government pensions and allowances: Youth allowance (other) (no.) (Data year: 2023),Government pensions and allowances: Family tax benefit A (no.) (Data year: 2023),Government pensions and allowances: Family tax benefit B (no.) (Data year: 2023),Government pensions and allowances: Commonwealth rent assistance (no.) (Data year: 2023),Total personal income: Persons earning $1-$499 per week (%) (Data year: 2021),Total personal income: Persons earning $500-$999 per week (%) (Data year: 2021),Total personal income: Persons earning $1000-$1999 per week (%) (Data year: 2021),Total personal income: Persons earning $2000-$2999 per week (%) (Data year: 2021),Total personal income: Persons earning $3000 or more per week (%) (Data year: 2021),Total personal income: Persons earning nil income (%) (Data year: 2021),Total personal income: Persons with a negative income (%) (Data year: 2021),Total personal income: Income inadequately described/not stated (%) (Data year: 2021),Median equivalised total household income (weekly) ($) (Data year: 2021),Equivalised total household income: $1-$499 per week (%) (Data year: 2021),Equivalised total household income: $500-$999 per week (%) (Data year: 2021),Equivalised total household income: $1000-$1999 per week (%) (Data year: 2021),Equivalised total household income: $2000-$2999 per week (%) (Data year: 2021),Equivalised total household income: $3000 or more per week (%) (Data year: 2021),Equivalised total household income: Nil income (%) (Data year: 2021),Equivalised total household income: Partial income stated (%) (Data year: 2021),Equivalised total household income: All incomes not stated (%) (Data year: 2021),globalid,Shape__Area,Shape__Length
13,101041018,Batemans Bay - South,30.5948,https://linked.data.gov.au/dataset/asgsed3/SA2/101041018,3627,44,177.8,42035,49027,64,788,51,18,13299,22845,10.1,3155,57,32.6,339,10339,17.9,412,68,16.8,33549,40845,6.8,4699,51,238.4,40626,50742,5.73,1.84,0.32,0.1,0.488,8.6,21.8,33,32,30.4,23.3,14.3,1815,155,315,387,325,313,127,12,12,27,515,397,655,31,27.1,20.9,3.8,2.5,5,0.7,9,808,21.5,34.4,27.4,4.6,2.7,1.6,4.7,2.9,ef2937d2-3a9d-466b-9055-7a0e036c61d1,0.00304989943833789,0.562911746648545
14,101041019,Bega - Tathra,183.8984,https://linked.data.gov.au/dataset/asgsed3/SA2/101041019,4150,43,216,48303,52059,71.4,872,52,23.7,13941,27148,9.7,3409,54,27,299,7910,15,208,63,7.2,29491,34531,3.1,4971,48,266.2,46009,53560,5.07,1.76,0.35,0.12,0.456,6.7,18.5,29.3,28.6,27.4,27.1,16.8,1352,102,250,412,310,254,100,17,32,50,592,460,590,27.1,27.4,24.4,4.6,2.2,5.5,0.7,8.2,842,20.7,33,29.2,5.7,2.6,1.9,4.5,2.5,3e4c0b68-642c-43d6-a79f-88f2d2eac6b8,0.0185506283087307,0.986689845867531
15,101041020,Bega-Eden Hinterland,4709.8265,https://linked.data.gov.au/dataset/asgsed3/SA2/101041020,4225,46,204.8,41671,48475,64.8,1567,55,10.7,3946,6850,13,3877,55,26.2,264,6756,17.1,287,60,10.6,26883,36865,4,5466,51,243.3,36508,44504,7.29,1.99,0.27,0.05,0.53,6.6,19.9,32.3,37.2,28.8,20.6,13.4,1337,137,267,447,362,332,92,32,20,20,602,427,307,31.5,26.5,20.4,3.7,1.6,6.5,0.9,9,769,24.6,33.7,25.4,4.4,1.8,2,5.9,2,374eaba9-b9c1-4474-91c6-2c4a66f013e3,0.476351270523082,7.68360202775529
16,101041021,Broulee - Tomakin,24.2329,https://linked.data.gov.au/dataset/asgsed3/SA2/101041021,1568,44,82.1,43974,52354,62,381,51,11.2,12351,29426,10.1,1525,56,12.1,389,7926,16.6,281,66,11.3,34246,40060,10.5,2104,52,114.2,42679,54292,5.7,1.95,0.34,0.12,0.481,6.3,19.9,31.4,30.6,28.5,22.8,18.1,663,29,93,113,89,87,23,7,14,7,153,119,209,27.7,25.5,25.4,5.3,3.8,4.9,0.7,6.8,925,16.7,32.8,31.2,6.6,3.5,1.3,5.2,2.3,c4df9287-71d5-472d-a75b-83d9957a0903,0.00241756391142189,0.40494695014011
18,101041023,Eden,94.8138,https://linked.data.gov.au/dataset/asgsed3/SA2/101041023,1461,44,68.6,42373,46979,71.3,250,55,4.6,10849,18231,8.3,1110,57,7.4,265,6667,15.7,86,60,2.7,24763,31830,3.6,1729,50,80.6,39972,46640,6.14,1.88,0.31,0.11,0.456,4.4,16.4,28.1,33.3,30,22.6,14.2,675,59,95,219,185,143,45,21,7,21,235,185,315,33.3,27.1,18.1,2.7,1.1,5.1,0.9,11.4,685,26.7,33.2,22.9,3.5,0.9,2,6.1,5,5033991b-10e1-4bed-a87a-6817e7c821dc,0.00960207600883223,0.922982466717319
19,101041024,Eurobodalla Hinterland,1460.0118,https://linked.data.gov.au/dataset/asgsed3/SA2/101041024,1540,46,74.5,41100,48349,63,537,54,9,6230,16723,13.3,1377,56,8.9,410,6454,17.4,140,68,5.3,32315,37996,5.3,2031,52,94.3,37334,46406,5.69,1.96,0.34,0.08,0.539,8.2,21.4,33.4,34,31,21.6,13.3,497,57,107,193,173,135,37,7,6,22,213,157,167,30.1,25.4,21.4,3,2.3,5.8,0.7,11.1,835,21.7,31.9,28.8,4.8,2.9,2.4,5.4,2.2,8bb6c219-8e05-4873-b0d5-2af99a6b7331,0.145529357927444,4.6973346719643
20,101041025,Merimbula - Tura Beach,97.3395,https://linked.data.gov.au/dataset/asgsed3/SA2/101041025,4906,45,248.9,44189,50741,63,1134,52,31.4,14650,27727,10,4897,57,43.4,444,8865,20.6,438,68,16,33054,36636,5.2,6602,52,331.1,41436,50158,5.98,1.89,0.32,0.1,0.472,6.1,18.7,30.1,32.4,29.1,22.6,15.9,2288,99,259,388,259,282,88,21,21,21,539,399,689,28.8,27.7,23.7,4.9,2.3,5.6,0.6,6.5,847,20.6,33.2,30.1,5.4,2.7,1.6,4.4,1.9,0640e452-3a15-4879-be2c-64e8be85ed4e,0.00984114854099971,0.852644636929391
21,101041026,Moruya - Tuross Head,165.4118,https://linked.data.gov.au/dataset/asgsed3/SA2/101041026,3522,46,169.8,42476,48201,64.5,869,53,19.1,13782,21961,10.7,3260,57,17.7,298,5430,16.9,398,66,14.9,30627,37350,7,4634,53,215.2,39491,46447,5.87,1.79,0.3,0.09,0.471,6.1,18.6,30.1,33.7,30.1,23.8,12.4,1749,139,284,499,334,312,84,19,18,29,479,359,539,31.9,26.7,21.1,3.3,1.7,5.2,0.6,9.5,774,24.4,34,26.7,4.3,2.1,1.5,4.2,2.7,8f29aa38-d90b-4b99-90ab-68a8d9da4ab2,0.0165229154622466,0.868104420188007
22,101041027,Narooma - Bermagui,252.652,https://linked.data.gov.au/dataset/asgsed3/SA2/101041027,3500,46,153.4,36000,43816,55.8,1164,56,20.4,11102,17559,13.7,3609,59,30.9,479,8575,22.3,416,67,15.5,32627,37233,6.9,4996,56,214.1,32606,42850,6.88,1.97,0.29,0.08,0.519,8.8,22.7,34.6,39.7,31.1,18.8,10.5,2172,152,302,503,383,361,112,23,10,33,522,403,752,34.5,28.2,17.9,3,1.7,4.6,0.6,9.4,711,25.6,37.3,22.9,3.5,1.9,1.7,4.8,2.4,4d8961ad-65c7-4d9d-bcd6-5512fc4a1732,0.0253532594942953,1.6960575540792
23,101051539,Goulburn,64.7865,https://linked.data.gov.au/dataset/asgsed3/SA2/101051539,11965,39,695.9,52902,58164,82.3,1524,49,30.1,8701,19754,5.9,7543,48,45.5,95,6027,9.6,403,59,13.2,19615,32719,1.8,12668,42,751.8,52026,59345,4.32,1.76,0.41,0.16,0.417,5.5,16.3,26.7,23.3,27,27.8,21.9,3413,337,703,1107,933,794,367,57,57,87,1527,1237,1747,25.5,25,25.8,6.2,1.9,5.8,0.8,9,934,20.3,28.5,33.9,7,2.2,1.6,4,2.5,044195cd-29cc-4e86-8091-f16672bb4ac5,0.00637813479352189,0.441941868395211
24,101051540,Goulburn Surrounds,9035.1222,https://linked.data.gov.au/dataset/asgsed3/SA2/101051540,6166,44,361.3,50448,58597,68.1,2526,55,23.4,4202,9251,14.2,5205,53,42.9,238,8246,15,250,59,8.6,22694,34220,2,7583,49,415.1,45692,54741,6.31,1.94,0.31,0.07,0.514,6.7,19.7,31.3,30.1,26.2,23.1,20.6,1573,163,341,373,323,267,101,31,23,31,621,431,421,24.8,22.3,24.3,5.9,3.9,7.7,1,10,951,18.8,27.5,31.1,7.8,4.5,2.2,6,2.1,72a7ef47-76a4-40ce-91cf-9959bc22add2,0.887028179692606,7.97550584485261
25,101061541,Yass,99.7341,https://linked.data.gov.au/dataset/asgsed3/SA2/101061541,3561,40,225.7,58549,63391,76.1,675,51,10.7,7974,15837,7.4,2603,50,17.6,147,6744,11.5,266,65,9.6,31147,36278,4.4,3995,45,250.4,56336,62684,4.87,1.74,0.36,0.14,0.429,5.1,16,26.5,23.6,23.5,26.4,26.5,828,68,168,198,138,131,48,8,15,15,293,218,348,22.2,23,29.8,8.7,3.2,5.7,1.4,6.1,1091,14.3,26.6,37.3,10.1,3.4,1.5,5,2.1,4ffe0862-58b1-424c-a174-d4456720ab0f,0.00982692192837931,0.554534309934489
26,101061542,Yass Surrounds,5680.5696,https://linked.data.gov.au/dataset/asgsed3/SA2/101061542,6747,43,521,65572,77224,71.5,2054,54,11.8,615,5723,8.7,5835,49,61.1,219,10466,12,812,64,34.3,36922,42208,7,7976,47,602.1,61165,75493,5.36,1.86,0.35,0.12,0.487,7.8,20.7,31.9,22.6,20.7,23.7,33.1,722,52,178,178,138,133,42,18,28,18,382,268,168,17.3,17.5,29.9,12.5,8.9,6.8,0.7,6.4,1492,8.3,18.5,36.8,17.4,10.3,1.1,6,1.2,c11bfd21-7cd5-4398-b409-badbdfc19581,0.560077539724261,5.98283433045062
27,101061543,Young,505.753,https://linked.data.gov.au/dataset/asgsed3/SA2/101061543,4965,39,245.2,45337,49382,74.3,1100,52,19.2,9595,17445,9.7,3786,49,37.3,114,9860,14.1,139,58,3.7,11372,26467,1.6,5610,44,292.1,44954,52069,4.74,1.77,0.37,0.12,0.462,6.3,18.9,30,28.2,30.9,25,15.9,1643,162,302,542,403,392,183,42,18,43,812,632,892,29,26.9,21.6,3.9,1.9,6.2,1.1,9.4,771,24.5,32.5,25.9,4.3,2.1,2.1,4.9,3.5,b982ed0b-52a8-46d1-ab48-68db3e253534,0.0495383015463631,1.47031238523102
28,101061544,Young Surrounds,5849.8086,https://linked.data.gov.au/dataset/asgsed3/SA2/101061544,3165,42,156.5,44930,49448,66,1378,54,13.4,4549,9727,16.1,2759,53,24.8,329,9005,15,146,59,3.8,18746,25858,2.5,3942,49,190.3,43377,48277,6.73,1.77,0.26,0.05,0.544,6.1,20,32.2,32.4,27.1,25.3,15.2,1162,127,237,357,282,223,77,22,17,17,442,322,352,29.3,23.7,21.2,4.3,2.8,5.9,1.4,11.6,771,25.4,29.5,25.3,5.3,3.1,1.7,5.8,3.8,98d75eb5-9130-4773-8445-8d0be04689ac,0.572912088227895,7.89111331540425
29,102011028,Avoca Beach - Copacabana,6.4376,https://linked.data.gov.au/dataset/asgsed3/SA2/102011028,4096,43,286.7,53929,70000,72.4,844,47,28.6,15915,33885,9.8,3439,50,37.3,280,10852,15.2,117,59,3.7,22719,31998,1.5,4788,47,344.6,52450,71977,5.65,2.04,0.36,0.16,0.499,8.1,22.4,34.3,25.9,24,21.4,28.7,617,32,92,102,97,104,42,13,42,13,257,192,272,21.1,23,26.8,9.7,8.5,7.2,0.3,3.5,1298,8.5,23,38.5,13.7,8.5,1.3,6,0.7,b7181362-329e-4f9d-a9a2-94e12ec08255,0.000624420033091155,0.183310204644039
30,102011029,Box Head - MacMasters Beach,32.0802,https://linked.data.gov.au/dataset/asgsed3/SA2/102011029,5394,44,361.9,53110,67089,69,1085,51,27.8,15230,25619,9.5,4850,53,52.7,404,10864,18.7,176,60,5.2,23258,29619,1.6,6647,49,429.5,48724,64621,6.2,2.07,0.33,0.12,0.494,7.6,21.1,32.9,28.2,25,21.3,25.5,1573,83,253,223,183,165,53,16,23,10,353,243,573,24.3,24,24.5,8.7,6,7.2,0.7,4.7,1062,14.1,28.2,33.7,9.5,6.6,2.2,4.2,1.7,82ed6beb-a9ee-47f5-b430-060b168737ee,0.00311299679606236,0.532017996451454
31,102011030,Calga - Kulnura,767.9512,https://linked.data.gov.au/dataset/asgsed3/SA2/102011030,2515,42,148.9,46586,59219,66.5,801,53,15.8,12406,19680,15,2046,51,26.9,346,13140,16.3,66,58,1.9,11775,28819,1.3,2919,49,179.6,46228,61545,5.57,1.98,0.36,0.13,0.513,9.1,23.2,34.7,29.1,25.9,22.8,22.2,427,37,67,137,127,113,37,11,11,11,197,147,227,22.4,23.7,23.8,6.5,5,7.5,0.9,10.3,1048,13.3,27.4,31.9,8.5,7.2,2.6,7.3,1.8,9c179d86-4ed0-4270-bde8-ce3e7a5e4098,0.0743776414769854,2.72645354950651
32,102011031,Erina - Green Point,33.7934,https://linked.data.gov.au/dataset/asgsed3/SA2/102011031,6514,43,430.9,51966,66150,68.4,1082,50,39.4,16211,36422,7.9,5820,52,77.4,413,13302,20.5,252,66,8.2,24174,32635,1.9,7962,48,534.7,48292,67162,6.46,2.08,0.32,0.12,0.515,9.2,23.6,35.6,28.6,24.7,21.5,25.2,2772,111,372,431,252,217,72,11,52,11,511,381,1121,26.6,23.5,21.6,6.5,5.6,6.6,0.7,9.1,937,18.1,29.9,30.3,8.9,4.6,1.7,3.8,2.6,df62c157-c2c3-4222-8b69-aa21273e1e54,0.0032760703625172,0.387059884422053
